providerName,providerNationalID,avgCoveredCharges,averagePayments
HOLY CROSS HOSPITAL,140133,30488,9113
LOUIS A WEISS MEMORIAL HOSPITAL,140082,34585,10304
MERCY HOSPITAL AND MEDICAL CENTER,140158,20891,11555
NORTHWESTERN MEMORIAL HOSPITAL,140281,59071,13178
RESURRECTION MEDICAL CENTER,140117,34893,9227
ROSELAND COMMUNITY HOSPITAL,140068,41943,10743
RUSH UNIVERSITY MEDICAL CENTER,140119,30718,12786
SAINT JOSEPH HOSPITAL,140224,44910,10181
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,49390,11372
SWEDISH COVENANT HOSPITAL,140114,60841,9657
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,68697,15849
