providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,27548,7628
HOLY CROSS HOSPITAL,140133,17145,5821
JOHN H STROGER JR HOSPITAL,140124,13698,9201
LOUIS A WEISS MEMORIAL HOSPITAL,140082,21871,6661
MERCY HOSPITAL AND MEDICAL CENTER,140158,16020,7777
MT SINAI HOSPITAL MEDICAL CENTER,140018,24321,8438
NORTHWESTERN MEMORIAL HOSPITAL,140281,40700,6848
OUR LADY OF THE RESURRECTION MED CTR,140251,24800,5325
RESURRECTION MEDICAL CENTER,140117,29284,6839
RUSH UNIVERSITY MEDICAL CENTER,140119,30608,8331
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,29346,7739
SWEDISH COVENANT HOSPITAL,140114,30128,6274
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,37306,10253
UNIVERSITY OF ILLINOIS HOSPITAL,140150,30839,12490
