providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,32070,10843
ADVOCATE TRINITY HOSPITAL,140048,17096,7307
HOLY CROSS HOSPITAL,140133,22840,8136
JOHN H STROGER JR HOSPITAL,140124,15791,12085
LOUIS A WEISS MEMORIAL HOSPITAL,140082,22581,8350
MERCY HOSPITAL AND MEDICAL CENTER,140158,15148,8967
MT SINAI HOSPITAL MEDICAL CENTER,140018,23782,10341
NORTHWESTERN MEMORIAL HOSPITAL,140281,35837,8854
OUR LADY OF THE RESURRECTION MED CTR,140251,20606,6251
RESURRECTION MEDICAL CENTER,140117,23246,8144
RUSH UNIVERSITY MEDICAL CENTER,140119,32561,10467
SAINT JOSEPH HOSPITAL,140224,21646,8351
SOUTH SHORE HOSPITAL,140181,25104,7590
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,31590,8842
SWEDISH COVENANT HOSPITAL,140114,40305,7702
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,45787,11238
THOREK MEMORIAL HOSPITAL,140115,12368,8056
UNIVERSITY OF ILLINOIS HOSPITAL,140150,34503,12044
