providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,45785,12677
ADVOCATE TRINITY HOSPITAL,140048,24171,8550
HOLY CROSS HOSPITAL,140133,20964,7789
JACKSON PARK HOSPITAL,140177,51433,11080
JOHN H STROGER JR HOSPITAL,140124,11906,11678
LORETTO HOSPITAL,140083,18009,9712
LOUIS A WEISS MEMORIAL HOSPITAL,140082,34951,9644
MERCY HOSPITAL AND MEDICAL CENTER,140158,15606,10030
METHODIST HOSPITAL OF CHICAGO,140197,25938,9191
MT SINAI HOSPITAL MEDICAL CENTER,140018,28600,11346
NORTHWESTERN MEMORIAL HOSPITAL,140281,36137,9833
NORWEGIAN-AMERICAN HOSPITAL,140206,32050,10958
OUR LADY OF THE RESURRECTION MED CTR,140251,36968,8339
RESURRECTION MEDICAL CENTER,140117,41145,9876
RUSH UNIVERSITY MEDICAL CENTER,140119,33272,11992
SAINT JOSEPH HOSPITAL,140224,29321,10446
SOUTH SHORE HOSPITAL,140181,25527,8618
ST BERNARD HOSPITAL,140103,20336,9966
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,31631,9985
SWEDISH COVENANT HOSPITAL,140114,55564,9144
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,48681,13852
UNIVERSITY OF ILLINOIS HOSPITAL,140150,20213,13484
