providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,28256,10310
ADVOCATE TRINITY HOSPITAL,140048,26957,7578
HOLY CROSS HOSPITAL,140133,30751,7217
JOHN H STROGER JR HOSPITAL,140124,11236,11208
LOUIS A WEISS MEMORIAL HOSPITAL,140082,21798,8274
MERCY HOSPITAL AND MEDICAL CENTER,140158,19473,9419
METHODIST HOSPITAL OF CHICAGO,140197,16497,8142
MT SINAI HOSPITAL MEDICAL CENTER,140018,35396,11338
NORTHWESTERN MEMORIAL HOSPITAL,140281,29394,9451
OUR LADY OF THE RESURRECTION MED CTR,140251,33978,7257
RESURRECTION MEDICAL CENTER,140117,31752,6859
RUSH UNIVERSITY MEDICAL CENTER,140119,34430,10213
SAINT ANTHONY HOSPITAL,140095,35991,8698
SAINT JOSEPH HOSPITAL,140224,25644,8203
SOUTH SHORE HOSPITAL,140181,33873,7976
ST BERNARD HOSPITAL,140103,23978,9225
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,34006,9917
SWEDISH COVENANT HOSPITAL,140114,37442,7982
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,58027,11103
THOREK MEMORIAL HOSPITAL,140115,18234,8349
UNIVERSITY OF ILLINOIS HOSPITAL,140150,33890,13347
