providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,23271,8631
MERCY HOSPITAL AND MEDICAL CENTER,140158,12618,8937
MT SINAI HOSPITAL MEDICAL CENTER,140018,24892,10452
NORTHWESTERN MEMORIAL HOSPITAL,140281,34883,9202
OUR LADY OF THE RESURRECTION MED CTR,140251,33744,6492
RESURRECTION MEDICAL CENTER,140117,31995,6638
RUSH UNIVERSITY MEDICAL CENTER,140119,28113,10478
SAINT JOSEPH HOSPITAL,140224,17540,7561
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,28769,8767
SWEDISH COVENANT HOSPITAL,140114,31233,7440
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,45602,11072
UNIVERSITY OF ILLINOIS HOSPITAL,140150,32254,12951
