providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,22375,6543
ADVOCATE TRINITY HOSPITAL,140048,20441,4816
HOLY CROSS HOSPITAL,140133,15249,4481
JOHN H STROGER JR HOSPITAL,140124,11980,8568
MERCY HOSPITAL AND MEDICAL CENTER,140158,13336,5989
MT SINAI HOSPITAL MEDICAL CENTER,140018,17826,6812
NORTHWESTERN MEMORIAL HOSPITAL,140281,18434,6309
RESURRECTION MEDICAL CENTER,140117,26740,6506
RUSH UNIVERSITY MEDICAL CENTER,140119,20343,6767
ST BERNARD HOSPITAL,140103,13997,5938
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,27533,5933
SWEDISH COVENANT HOSPITAL,140114,22324,5173
