providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,73040,23863
ADVOCATE TRINITY HOSPITAL,140048,43566,15512
HOLY CROSS HOSPITAL,140133,47794,14956
LOUIS A WEISS MEMORIAL HOSPITAL,140082,56929,17251
MERCY HOSPITAL AND MEDICAL CENTER,140158,36141,19991
MT SINAI HOSPITAL MEDICAL CENTER,140018,74426,21073
NORTHWESTERN MEMORIAL HOSPITAL,140281,58810,17560
OUR LADY OF THE RESURRECTION MED CTR,140251,55101,15911
RESURRECTION MEDICAL CENTER,140117,53364,15656
RUSH UNIVERSITY MEDICAL CENTER,140119,57102,19987
SACRED HEART HOSPITAL,140151,46122,18816
SAINT JOSEPH HOSPITAL,140224,53618,19397
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,63104,21932
SWEDISH COVENANT HOSPITAL,140114,63681,18312
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,68586,20968
UNIVERSITY OF ILLINOIS HOSPITAL,140150,67448,25360
