providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,111610,33545
ADVOCATE TRINITY HOSPITAL,140048,56999,18591
JOHN H STROGER JR HOSPITAL,140124,38275,34023
MERCY HOSPITAL AND MEDICAL CENTER,140158,45640,22973
NORTHWESTERN MEMORIAL HOSPITAL,140281,89520,23274
OUR LADY OF THE RESURRECTION MED CTR,140251,57424,13578
RESURRECTION MEDICAL CENTER,140117,84879,19726
RUSH UNIVERSITY MEDICAL CENTER,140119,92552,26526
SAINT JOSEPH HOSPITAL,140224,76713,21277
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,107515,26016
SWEDISH COVENANT HOSPITAL,140114,104385,19387
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,96824,29062
UNIVERSITY OF ILLINOIS HOSPITAL,140150,75042,32641
