providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,177633,85987
ADVOCATE TRINITY HOSPITAL,140048,124657,38404
HOLY CROSS HOSPITAL,140133,94554,36940
JACKSON PARK HOSPITAL,140177,156584,46001
LOUIS A WEISS MEMORIAL HOSPITAL,140082,87822,31764
MERCY HOSPITAL AND MEDICAL CENTER,140158,54864,45031
MT SINAI HOSPITAL MEDICAL CENTER,140018,104744,48212
NORTHWESTERN MEMORIAL HOSPITAL,140281,239249,54666
OUR LADY OF THE RESURRECTION MED CTR,140251,124675,32042
RESURRECTION MEDICAL CENTER,140117,103634,33304
SAINT ANTHONY HOSPITAL,140095,87673,35753
SOUTH SHORE HOSPITAL,140181,97194,38686
ST BERNARD HOSPITAL,140103,68724,43017
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,127914,39775
SWEDISH COVENANT HOSPITAL,140114,198346,37539
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,245700,55261
