providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,18977,6971
ADVOCATE TRINITY HOSPITAL,140048,18176,5644
HOLY CROSS HOSPITAL,140133,16455,4953
JACKSON PARK HOSPITAL,140177,20842,5905
JOHN H STROGER JR HOSPITAL,140124,9881,7598
LORETTO HOSPITAL,140083,7820,5847
LOUIS A WEISS MEMORIAL HOSPITAL,140082,16138,5639
MERCY HOSPITAL AND MEDICAL CENTER,140158,13318,6241
MT SINAI HOSPITAL MEDICAL CENTER,140018,19180,7083
NORTHWESTERN MEMORIAL HOSPITAL,140281,22835,6049
NORWEGIAN-AMERICAN HOSPITAL,140206,16011,6317
OUR LADY OF THE RESURRECTION MED CTR,140251,19562,4448
PROVIDENT HOSPITAL OF CHICAGO,140300,5470,5822
RESURRECTION MEDICAL CENTER,140117,22277,4771
ROSELAND COMMUNITY HOSPITAL,140068,21611,5663
RUSH UNIVERSITY MEDICAL CENTER,140119,19532,7055
SACRED HEART HOSPITAL,140151,15533,6144
SAINT ANTHONY HOSPITAL,140095,21108,5772
SAINT JOSEPH HOSPITAL,140224,21774,8424
SOUTH SHORE HOSPITAL,140181,18743,5286
ST BERNARD HOSPITAL,140103,13820,6116
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,29770,6905
SWEDISH COVENANT HOSPITAL,140114,25155,5327
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,27974,8332
THOREK MEMORIAL HOSPITAL,140115,12451,5568
UNIVERSITY OF ILLINOIS HOSPITAL,140150,17576,8849
