providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,35301,8854
ADVOCATE TRINITY HOSPITAL,140048,21136,6419
HOLY CROSS HOSPITAL,140133,17455,5965
JOHN H STROGER JR HOSPITAL,140124,8626,9122
LOUIS A WEISS MEMORIAL HOSPITAL,140082,21486,7202
MERCY HOSPITAL AND MEDICAL CENTER,140158,13634,7630
MT SINAI HOSPITAL MEDICAL CENTER,140018,22928,8670
NORTHWESTERN MEMORIAL HOSPITAL,140281,40574,10719
RESURRECTION MEDICAL CENTER,140117,26474,5640
RUSH UNIVERSITY MEDICAL CENTER,140119,26287,9288
SAINT JOSEPH HOSPITAL,140224,22183,7071
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,33446,9896
SWEDISH COVENANT HOSPITAL,140114,28923,7253
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,45687,9570
UNIVERSITY OF ILLINOIS HOSPITAL,140150,22789,11487
