providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,32258,9408
ADVOCATE TRINITY HOSPITAL,140048,24496,7260
HOLY CROSS HOSPITAL,140133,24325,6837
JACKSON PARK HOSPITAL,140177,34738,9173
JOHN H STROGER JR HOSPITAL,140124,12126,10289
LORETTO HOSPITAL,140083,11941,8225
LOUIS A WEISS MEMORIAL HOSPITAL,140082,21235,8148
MERCY HOSPITAL AND MEDICAL CENTER,140158,15452,8595
METHODIST HOSPITAL OF CHICAGO,140197,15906,7423
MT SINAI HOSPITAL MEDICAL CENTER,140018,24915,10023
NORTHWESTERN MEMORIAL HOSPITAL,140281,25676,8320
NORWEGIAN-AMERICAN HOSPITAL,140206,25871,8869
OUR LADY OF THE RESURRECTION MED CTR,140251,28249,7234
RESURRECTION MEDICAL CENTER,140117,28762,6886
ROSELAND COMMUNITY HOSPITAL,140068,34368,8156
RUSH UNIVERSITY MEDICAL CENTER,140119,18763,9133
SACRED HEART HOSPITAL,140151,19905,8712
SAINT ANTHONY HOSPITAL,140095,24029,8228
SAINT JOSEPH HOSPITAL,140224,27900,8114
SOUTH SHORE HOSPITAL,140181,25199,7473
ST BERNARD HOSPITAL,140103,23449,9106
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,36550,8613
SWEDISH COVENANT HOSPITAL,140114,36038,7525
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,36882,9585
THOREK MEMORIAL HOSPITAL,140115,17689,7840
UNIVERSITY OF ILLINOIS HOSPITAL,140150,28254,12292
