providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,22100,8061
ADVOCATE TRINITY HOSPITAL,140048,16770,7630
HOLY CROSS HOSPITAL,140133,20884,6099
JACKSON PARK HOSPITAL,140177,18894,7683
JOHN H STROGER JR HOSPITAL,140124,10340,9493
LOUIS A WEISS MEMORIAL HOSPITAL,140082,22140,7299
MERCY HOSPITAL AND MEDICAL CENTER,140158,13417,7762
NORTHWESTERN MEMORIAL HOSPITAL,140281,28194,8029
RESURRECTION MEDICAL CENTER,140117,28666,7493
RUSH UNIVERSITY MEDICAL CENTER,140119,35782,11128
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,21236,7603
SWEDISH COVENANT HOSPITAL,140114,39990,15759
UNIVERSITY OF ILLINOIS HOSPITAL,140150,34347,11055
