providerName,providerNationalID,avgCoveredCharges,averagePayments
HOLY CROSS HOSPITAL,140133,41431,14098
MERCY HOSPITAL AND MEDICAL CENTER,140158,17231,12812
NORTHWESTERN MEMORIAL HOSPITAL,140281,36268,12824
OUR LADY OF THE RESURRECTION MED CTR,140251,33708,9303
RESURRECTION MEDICAL CENTER,140117,37574,9214
RUSH UNIVERSITY MEDICAL CENTER,140119,27236,14186
SAINT JOSEPH HOSPITAL,140224,37290,11687
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,41554,13037
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,55429,12911
UNIVERSITY OF ILLINOIS HOSPITAL,140150,38212,17280
