providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,44362,12003
ADVOCATE TRINITY HOSPITAL,140048,27574,8923
HOLY CROSS HOSPITAL,140133,24097,8657
LOUIS A WEISS MEMORIAL HOSPITAL,140082,26840,10255
MERCY HOSPITAL AND MEDICAL CENTER,140158,21719,11270
MT SINAI HOSPITAL MEDICAL CENTER,140018,42829,13410
NORTHWESTERN MEMORIAL HOSPITAL,140281,49284,13269
OUR LADY OF THE RESURRECTION MED CTR,140251,36673,8000
RESURRECTION MEDICAL CENTER,140117,33690,8148
RUSH UNIVERSITY MEDICAL CENTER,140119,35916,12304
SAINT JOSEPH HOSPITAL,140224,34166,10383
SOUTH SHORE HOSPITAL,140181,24009,8987
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,44585,10958
SWEDISH COVENANT HOSPITAL,140114,50196,10008
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,50070,12985
