providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,98401,22914
ADVOCATE TRINITY HOSPITAL,140048,37747,17631
LOUIS A WEISS MEMORIAL HOSPITAL,140082,64514,18961
MERCY HOSPITAL AND MEDICAL CENTER,140158,59371,21642
MT SINAI HOSPITAL MEDICAL CENTER,140018,88454,25311
NORTHWESTERN MEMORIAL HOSPITAL,140281,96300,24156
OUR LADY OF THE RESURRECTION MED CTR,140251,68114,15538
RESURRECTION MEDICAL CENTER,140117,70275,15744
RUSH UNIVERSITY MEDICAL CENTER,140119,96556,26212
SAINT JOSEPH HOSPITAL,140224,79127,20907
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,77991,21246
SWEDISH COVENANT HOSPITAL,140114,91419,29379
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,78792,23990
UNIVERSITY OF ILLINOIS HOSPITAL,140150,102603,33163
