providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,35208,10532
ADVOCATE TRINITY HOSPITAL,140048,37089,10509
HOLY CROSS HOSPITAL,140133,37450,8581
JOHN H STROGER JR HOSPITAL,140124,15724,12192
LOUIS A WEISS MEMORIAL HOSPITAL,140082,42758,8988
MERCY HOSPITAL AND MEDICAL CENTER,140158,28528,10053
MT SINAI HOSPITAL MEDICAL CENTER,140018,36292,11120
NORTHWESTERN MEMORIAL HOSPITAL,140281,48138,9956
NORWEGIAN-AMERICAN HOSPITAL,140206,31770,10018
OUR LADY OF THE RESURRECTION MED CTR,140251,45794,8134
RESURRECTION MEDICAL CENTER,140117,48530,8707
RUSH UNIVERSITY MEDICAL CENTER,140119,49474,13022
SAINT JOSEPH HOSPITAL,140224,38819,10225
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,46389,9603
SWEDISH COVENANT HOSPITAL,140114,55920,8280
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,67050,12338
UNIVERSITY OF ILLINOIS HOSPITAL,140150,41378,14644
