providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,21486,6465
ADVOCATE TRINITY HOSPITAL,140048,12961,4522
HOLY CROSS HOSPITAL,140133,15258,4363
JACKSON PARK HOSPITAL,140177,21668,5516
JOHN H STROGER JR HOSPITAL,140124,7603,6745
LORETTO HOSPITAL,140083,7419,5209
LOUIS A WEISS MEMORIAL HOSPITAL,140082,17566,5180
MERCY HOSPITAL AND MEDICAL CENTER,140158,10889,5520
MT SINAI HOSPITAL MEDICAL CENTER,140018,12001,6303
NORTHWESTERN MEMORIAL HOSPITAL,140281,17295,5187
NORWEGIAN-AMERICAN HOSPITAL,140206,16329,5665
RESURRECTION MEDICAL CENTER,140117,20486,4077
ROSELAND COMMUNITY HOSPITAL,140068,18973,5140
RUSH UNIVERSITY MEDICAL CENTER,140119,17318,6737
SACRED HEART HOSPITAL,140151,13755,5535
SAINT JOSEPH HOSPITAL,140224,17910,5249
SOUTH SHORE HOSPITAL,140181,16583,4720
ST BERNARD HOSPITAL,140103,9343,5508
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,22400,5623
SWEDISH COVENANT HOSPITAL,140114,32492,6226
