providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,54005,21638
ADVOCATE TRINITY HOSPITAL,140048,23645,9309
HOLY CROSS HOSPITAL,140133,23651,8227
JACKSON PARK HOSPITAL,140177,31467,10346
LOUIS A WEISS MEMORIAL HOSPITAL,140082,25576,9583
MERCY HOSPITAL AND MEDICAL CENTER,140158,22392,10520
MT SINAI HOSPITAL MEDICAL CENTER,140018,25889,11862
NORTHWESTERN MEMORIAL HOSPITAL,140281,34192,10562
OUR LADY OF THE RESURRECTION MED CTR,140251,36385,7847
RESURRECTION MEDICAL CENTER,140117,43687,8047
RUSH UNIVERSITY MEDICAL CENTER,140119,37375,11977
SAINT JOSEPH HOSPITAL,140224,35543,10132
SOUTH SHORE HOSPITAL,140181,25760,8752
ST BERNARD HOSPITAL,140103,15885,10364
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,31250,9982
SWEDISH COVENANT HOSPITAL,140114,41398,8895
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,67364,13980
UNIVERSITY OF ILLINOIS HOSPITAL,140150,36235,15720
