providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,17766,6058
ADVOCATE TRINITY HOSPITAL,140048,17623,4725
HOLY CROSS HOSPITAL,140133,16638,4541
JOHN H STROGER JR HOSPITAL,140124,5546,6876
LOUIS A WEISS MEMORIAL HOSPITAL,140082,23062,5400
MERCY HOSPITAL AND MEDICAL CENTER,140158,8984,5719
MT SINAI HOSPITAL MEDICAL CENTER,140018,16740,6506
NORTHWESTERN MEMORIAL HOSPITAL,140281,19447,5232
OUR LADY OF THE RESURRECTION MED CTR,140251,24931,4149
RESURRECTION MEDICAL CENTER,140117,20840,4244
RUSH UNIVERSITY MEDICAL CENTER,140119,20531,6999
SACRED HEART HOSPITAL,140151,14665,5731
SAINT JOSEPH HOSPITAL,140224,21860,5475
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,20253,5667
SWEDISH COVENANT HOSPITAL,140114,26564,4917
THOREK MEMORIAL HOSPITAL,140115,13550,5179
