providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,40426,11725
ADVOCATE TRINITY HOSPITAL,140048,27800,8839
HOLY CROSS HOSPITAL,140133,25781,8484
LOUIS A WEISS MEMORIAL HOSPITAL,140082,30786,10090
MERCY HOSPITAL AND MEDICAL CENTER,140158,17074,10531
MT SINAI HOSPITAL MEDICAL CENTER,140018,23524,12068
NORTHWESTERN MEMORIAL HOSPITAL,140281,35035,10465
NORWEGIAN-AMERICAN HOSPITAL,140206,34640,11242
OUR LADY OF THE RESURRECTION MED CTR,140251,29526,7715
RESURRECTION MEDICAL CENTER,140117,28240,7713
RUSH UNIVERSITY MEDICAL CENTER,140119,39392,12222
SAINT ANTHONY HOSPITAL,140095,42609,11052
SAINT JOSEPH HOSPITAL,140224,31402,10271
SOUTH SHORE HOSPITAL,140181,35805,9354
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,31710,10803
SWEDISH COVENANT HOSPITAL,140114,38388,8696
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,44614,12010
UNIVERSITY OF ILLINOIS HOSPITAL,140150,31687,15249
