providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,55260,17590
ADVOCATE TRINITY HOSPITAL,140048,48806,13950
HOLY CROSS HOSPITAL,140133,45387,12646
LOUIS A WEISS MEMORIAL HOSPITAL,140082,51803,16197
MERCY HOSPITAL AND MEDICAL CENTER,140158,34970,16370
MT SINAI HOSPITAL MEDICAL CENTER,140018,69542,23081
NORTHWESTERN MEMORIAL HOSPITAL,140281,110418,23337
OUR LADY OF THE RESURRECTION MED CTR,140251,50022,13117
RESURRECTION MEDICAL CENTER,140117,48998,12056
RUSH UNIVERSITY MEDICAL CENTER,140119,57028,17947
SAINT JOSEPH HOSPITAL,140224,51831,14976
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,64874,16282
SWEDISH COVENANT HOSPITAL,140114,58974,14271
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,78237,19420
UNIVERSITY OF ILLINOIS HOSPITAL,140150,83504,38370
