providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,21854,12419
LOUIS A WEISS MEMORIAL HOSPITAL,140082,43372,13125
MERCY HOSPITAL AND MEDICAL CENTER,140158,18808,14046
MT SINAI HOSPITAL MEDICAL CENTER,140018,40662,15463
NORTHWESTERN MEMORIAL HOSPITAL,140281,60595,16681
OUR LADY OF THE RESURRECTION MED CTR,140251,31419,10001
RESURRECTION MEDICAL CENTER,140117,45503,10400
RUSH UNIVERSITY MEDICAL CENTER,140119,63258,18995
SAINT JOSEPH HOSPITAL,140224,35721,12197
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,39031,13780
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,121930,26874
UNIVERSITY OF ILLINOIS HOSPITAL,140150,27583,18549
