providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,47200,13085
ADVOCATE TRINITY HOSPITAL,140048,38590,10953
HOLY CROSS HOSPITAL,140133,27588,10338
JACKSON PARK HOSPITAL,140177,62360,13103
LOUIS A WEISS MEMORIAL HOSPITAL,140082,30873,11253
MERCY HOSPITAL AND MEDICAL CENTER,140158,29351,13466
METHODIST HOSPITAL OF CHICAGO,140197,27995,11024
MT SINAI HOSPITAL MEDICAL CENTER,140018,45622,15542
NORTHWESTERN MEMORIAL HOSPITAL,140281,53851,14241
OUR LADY OF THE RESURRECTION MED CTR,140251,42875,9401
RESURRECTION MEDICAL CENTER,140117,50150,9638
ROSELAND COMMUNITY HOSPITAL,140068,54042,12106
RUSH UNIVERSITY MEDICAL CENTER,140119,39881,15606
SAINT JOSEPH HOSPITAL,140224,39124,12027
SOUTH SHORE HOSPITAL,140181,33105,11113
ST BERNARD HOSPITAL,140103,29211,13795
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,51143,13408
SWEDISH COVENANT HOSPITAL,140114,56316,11619
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,72845,16223
UNIVERSITY OF ILLINOIS HOSPITAL,140150,37268,19207
