providerName,providerNationalID,avgCoveredCharges,averagePayments
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,27239,9551
ADVOCATE TRINITY HOSPITAL,140048,26898,7954
HOLY CROSS HOSPITAL,140133,24185,7150
JOHN H STROGER JR HOSPITAL,140124,14714,11426
LOUIS A WEISS MEMORIAL HOSPITAL,140082,29066,8671
MERCY HOSPITAL AND MEDICAL CENTER,140158,14855,9054
METHODIST HOSPITAL OF CHICAGO,140197,17816,8216
MT SINAI HOSPITAL MEDICAL CENTER,140018,22148,10415
NORTHWESTERN MEMORIAL HOSPITAL,140281,27740,8575
OUR LADY OF THE RESURRECTION MED CTR,140251,28276,6792
PROVIDENT HOSPITAL OF CHICAGO,140300,8981,8082
RESURRECTION MEDICAL CENTER,140117,27722,7053
RUSH UNIVERSITY MEDICAL CENTER,140119,27146,10310
SACRED HEART HOSPITAL,140151,27381,9226
SAINT ANTHONY HOSPITAL,140095,21862,8410
SAINT JOSEPH HOSPITAL,140224,23047,8509
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,140180,30230,9142
SWEDISH COVENANT HOSPITAL,140114,34266,7797
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,39350,10903
THOREK MEMORIAL HOSPITAL,140115,16235,8129
UNIVERSITY OF ILLINOIS HOSPITAL,140150,20213,12261
