city,avgCoveredCharges,averagePayments
ALBEMARLE,23560,10247
ASHEVILLE,29374,11381
BURLINGTON,24845,11214
CARY,38839,9982
CHAPEL HILL,32045,20352
CHARLOTTE,36264,12712
CLINTON,29375,11343
CONCORD,23338,11272
DUNN,21105,11066
DURHAM,38709,14809
EDEN,15529,10351
ELIZABETH CITY,31305,13080
FAYETTEVILLE,45355,13024
GASTONIA,26704,11221
GOLDSBORO,16613,11708
GREENSBORO,20170,11197
GREENVILLE,40708,16066
HENDERSON,31500,11305
HENDERSONVILLE,23886,9876
HICKORY,37215,9747
HIGH POINT,34629,11345
JACKSONVILLE,26616,10475
KINSTON,23651,10911
LAURINBURG,25450,10497
LENOIR,42132,10880
LUMBERTON,34584,12584
MATTHEWS,25812,9843
MONROE,15443,11231
MOORESVILLE,35507,9970
MOREHEAD CITY,16952,11601
MORGANTON,32896,9862
MOUNT AIRY,19744,10441
NEW BERN,23887,11757
NORTH WILKESBOR,21143,8544
PINEHURST,27052,10668
RALEIGH,33078,11033
ROANOKE RAPIDS,19387,10732
ROCKY MOUNT,24606,12963
SALISBURY,28879,10248
SANFORD,30613,9927
SHELBY,28514,10770
SMITHFIELD,40282,11861
STATESVILLE,48881,11601
WHITEVILLE,18838,11185
WILMINGTON,23988,11829
WILSON,24828,11076
WINSTON-SALEM,28598,14479
