city,avgCoveredCharges,averagePayments
ASHEVILLE,20893,10415
CARY,30470,7900
CHAPEL HILL,24025,15390
CHARLOTTE,22147,9957
CONCORD,18288,9294
DURHAM,29469,11833
EDEN,17797,8605
FAYETTEVILLE,36171,10281
GASTONIA,28026,9672
GOLDSBORO,29546,17218
GREENSBORO,20608,10255
GREENVILLE,19793,11500
HIGH POINT,27360,8692
JACKSONVILLE,35984,11457
LUMBERTON,39556,14124
MATTHEWS,22713,8128
MONROE,14205,9156
MOREHEAD CITY,16011,9663
NEW BERN,21779,9845
PINEHURST,27270,8843
RALEIGH,30060,9193
STATESVILLE,29734,7961
WILMINGTON,19477,9593
WINSTON-SALEM,29984,14891
