city,avgCoveredCharges,averagePayments
BRISTOL,22324,7728
CARTHAGE,22414,9319
CELINA,11846,9796
CHATTANOOGA,30522,9396
CLARKSVILLE,42041,8662
CLEVELAND,43412,7699
COLUMBIA,12969,7592
COOKEVILLE,19125,8479
CROSSVILLE,30828,8481
ELIZABETHTON,32112,7904
ERWIN,11804,8030
ETOWAH,18704,7033
FRANKLIN,20737,7922
GALLATIN,22202,8738
GREENEVILLE,20190,7876
HERMITAGE,45834,8465
JACKSON,20575,8383
JAMESTOWN,30034,7333
JASPER,29593,9161
JEFFERSON CITY,22042,6952
JELLICO,15353,9443
JOHNSON CITY,36614,8310
KINGSPORT,24952,7692
KNOXVILLE,21457,7925
LAWRENCEBURG,30121,7932
LEBANON,33921,9065
LINDEN,11132,8362
LIVINGSTON,29076,8203
MARYVILLE,34311,7406
MC MINNVILLE,29669,8864
MEMPHIS,30877,9496
MORRISTOWN,33078,8174
MURFREESBORO,32284,9064
NASHVILLE,37435,8990
OAK RIDGE,18292,7665
PARIS,22935,7150
PARSONS,6982,8090
SEVIERVILLE,19738,7565
SMITHVILLE,12216,7852
SPARTA,32569,9277
SPRINGFIELD,27330,9059
SWEETWATER,28631,8116
TAZEWELL,16285,7514
TULLAHOMA,30224,8184
WINCHESTER,28766,8132
