city,avgCoveredCharges,averagePayments
ABINGTON,145280,22385
ALLENTOWN,123628,22324
ALTOONA,59213,17986
BETHLEHEM,123621,20472
BRYN MAWR,134923,20530
CAMP HILL,60354,17727
CHAMBERSBURG,55110,18992
DOYLESTOWN,89366,18698
DUBOIS,52830,19766
EASTON,226768,21999
ERIE,122874,22040
GREENSBURG,62949,19088
HARRISBURG,59540,22364
JOHNSTOWN,62723,19750
LANCASTER,78876,21305
LANGHORNE,97626,20146
PAOLI,120080,20961
PHILADELPHIA,166459,30236
PHOENIXVILLE,240474,23213
PITTSBURGH,113696,23098
READING,92689,32709
SAYRE,54971,20459
SCRANTON,85806,17966
WILKES-BARRE,108486,20057
WYNNEWOOD,119907,23692
YORK,44668,24594
