city,avgCoveredCharges,averagePayments
ABINGTON,33346,4727
ALLENTOWN,24737,5208
ALTOONA,11542,4023
BERWICK,29534,3972
BETHLEHEM,26129,5144
BRYN MAWR,29036,4318
CAMP HILL,14655,3483
CHAMBERSBURG,11579,4561
DANVILLE,27241,6859
DOYLESTOWN,17425,4206
EAST STROUDSBUR,21437,5192
EASTON,25100,4825
EPHRATA,16096,4220
ERIE,19019,4376
GREENSBURG,9923,3719
HARRISBURG,11050,5374
HAZLETON,22711,4116
HERSHEY,17393,6889
JOHNSTOWN,11946,5006
KITTANNING,7553,3983
LANCASTER,17061,4407
LANGHORNE,27054,4417
LANSDALE,24126,4203
LATROBE,10260,4554
LEBANON,16687,4055
MC KEESPORT,9270,5083
MEADOWBROOK,39177,4531
MEADVILLE,11344,4361
MEDIA,30573,4286
MONONGAHELA,13609,3548
MONROEVILLE,11935,3976
NATRONA,10582,3925
NEW CASTLE,6740,4311
PAOLI,27805,4194
PHILADELPHIA,36210,6391
PHOENIXVILLE,34146,4959
PITTSBURGH,23860,5269
POTTSTOWN,23850,4135
POTTSVILLE,8464,4165
READING,20352,5208
SCRANTON,16490,4580
SHARON,10585,4471
UPLAND,62231,5556
WILKES BARRE,17929,4460
WILKES-BARRE,16107,4138
WILLIAMSPORT,10488,4349
WYNNEWOOD,30903,4904
YORK,10705,6137
