city,avgCoveredCharges,averagePayments
ABINGTON,32420,4267
ALLENTOWN,26975,5089
ALTOONA,15426,3639
BEAVER,6508,3542
BERWICK,23983,3438
BETHLEHEM,17893,4332
BRISTOL,33271,4941
BRYN MAWR,22748,3944
CHAMBERSBURG,14656,3720
COATESVILLE,30239,3825
DANVILLE,21621,5813
DARBY,29996,5788
EAST STROUDSBUR,12329,4484
EASTON,19710,4170
ERIE,30815,4373
GETTYSBURG,8620,5985
GREENVILLE,9740,3581
HARRISBURG,11524,4603
JOHNSTOWN,10507,4220
LANCASTER,11402,3694
LANGHORNE,17226,4032
LANSDALE,17533,3640
LEHIGHTON,9312,3474
MC KEESPORT,11679,4926
NEW CASTLE,5090,3648
NORRISTOWN,32474,4319
PHILA,15388,4226
PHILADELPHIA,34768,5787
PHOENIXVILLE,34201,3662
PITTSBURGH,16291,4882
POTTSTOWN,16248,3645
POTTSVILLE,7996,3879
READING,18967,4566
SAYRE,19913,4852
SCRANTON,12191,3620
SHARON,8467,3870
STATE COLLEGE,12260,3191
UPLAND,59536,4994
WASHINGTON,5788,3655
WILKES BARRE,19905,4185
WILKES-BARRE,17350,3616
WILLIAMSPORT,9735,3723
WYNNEWOOD,28179,4410
YORK,7984,4533
