city,avgCoveredCharges,averagePayments
ABINGTON,103132,13960
ALLENTOWN,98533,13872
ALTOONA,29198,11721
BEAVER,24650,11444
BETHLEHEM,87585,13081
BRYN MAWR,53198,13821
BUTLER,47948,10806
CAMP HILL,33820,11062
CHAMBERSBURG,34208,12149
COATESVILLE,130537,13016
DANVILLE,49184,16744
DOYLESTOWN,73557,11930
DUBOIS,24491,12628
EAST STROUDSBUR,43644,15769
EASTON,154427,13370
EPHRATA,32650,11808
ERIE,64353,13005
GREENSBURG,36817,10995
HARRISBURG,30190,13643
HAZLETON,55089,12542
HERSHEY,31946,18983
JOHNSTOWN,28727,12493
LANCASTER,53693,12396
LANGHORNE,72860,12272
LEBANON,75050,15563
MEDIA,65772,11996
MONROEVILLE,33759,11040
PAOLI,50295,13875
PHILADELPHIA,101585,16807
PITTSBURGH,55545,12304
POTTSVILLE,23063,11310
READING,39986,14426
SAYRE,30916,13109
SCRANTON,52726,11599
SELLERSVILLE,38397,11948
SEWICKLEY,22365,10680
SHARON,42464,12039
UNIONTOWN,20666,11754
UPLAND,125923,15196
WASHINGTON,33518,12162
WILKES-BARRE,78960,11718
WILLIAMSPORT,43633,12542
WYNNEWOOD,48330,13990
YORK,27152,14366
