city,avgCoveredCharges,averagePayments
ABINGTON,58714,10325
ALTOONA,19750,8290
BETHLEHEM,64498,10360
BRYN MAWR,46730,9798
CAMP HILL,27120,8044
CHAMBERSBURG,28620,9141
DANVILLE,51283,13321
DOYLESTOWN,45256,9324
EAST STROUDSBUR,34745,10912
EASTON,93481,10235
ERIE,45411,9655
GREENSBURG,22404,8178
GREENVILLE,30599,8504
HARRISBURG,21772,9997
HERSHEY,42652,13817
JOHNSTOWN,21393,9558
LANCASTER,29008,9016
LANGHORNE,57561,8965
LEBANON,33299,8849
LEWISTOWN,17933,9409
MEADOWBROOK,71223,9763
MEDIA,67677,8984
PAOLI,52440,8991
PHILADELPHIA,77166,12392
PHOENIXVILLE,74902,9025
PITTSBURGH,49839,10913
POTTSTOWN,86391,9040
SCRANTON,40646,8945
SEWICKLEY,16914,8111
UNIONTOWN,12123,8838
UPLAND,108809,12288
WEST CHESTER,28098,9006
WILKES-BARRE,46819,8758
WILLIAMSPORT,24240,9037
WYNNEWOOD,52572,10685
YORK,24877,12019
