city,avgCoveredCharges,averagePayments
ATTLEBORO,23283,12093
AYER,34364,11736
BEVERLY,20152,13186
BOSTON,48465,18105
BRIGHTON,25670,18318
BROCKTON,24398,14470
BURLINGTON,30032,14150
CAMBRIDGE,22222,15596
FALL RIVER,28745,13044
FALMOUTH,23719,12782
FRAMINGHAM,28922,13604
GARDNER,22176,13508
GREENFIELD,37516,11979
HOLYOKE,22362,12260
HYANNIS,25745,15657
LAWRENCE,25437,14611
LEOMINSTER,32595,13612
LOWELL,28095,13326
MARLBOROUGH,28050,11529
MELROSE,24871,13115
METHUEN,26612,12897
MILFORD,29466,12455
NEEDHAM,22148,11993
NEWTON,50812,12827
NORTH ADAMS,43967,12864
NORTHAMPTON,31897,11400
NORWOOD,21681,12072
PITTSFIELD,28161,14584
PLYMOUTH,31436,12392
QUINCY,22005,12834
SALEM,48439,13741
SOUTH WEYMOUTH,31529,11939
SPRINGFIELD,30020,14460
TAUNTON,20587,12857
W CONCORD,30514,11937
WESTFIELD,31376,11172
WINCHESTER,19546,11743
WORCESTER,37274,16116
