city,avgCoveredCharges,averagePayments
BEVERLY,11716,8873
BOSTON,35795,13606
BRIGHTON,19304,13281
BROCKTON,14562,10029
BURLINGTON,13286,10290
CAMBRIDGE,12809,12179
FALL RIVER,19629,9098
FALMOUTH,11830,8797
FRAMINGHAM,11520,9418
GARDNER,10039,9528
HAVERHILL,14596,11662
HOLYOKE,12974,8550
HYANNIS,12675,10636
LAWRENCE,17266,10214
LEOMINSTER,21469,9402
LOWELL,12959,9287
MARLBOROUGH,20110,7915
MELROSE,14735,9012
METHUEN,13927,8881
MILFORD,16055,8425
MILTON,16142,8177
NEWBURYPORT,12144,8642
NORTH ADAMS,12896,8276
NORTHAMPTON,17096,7554
NORWOOD,12424,7951
PITTSFIELD,17858,11061
PLYMOUTH,15674,8853
QUINCY,14290,8456
SALEM,39793,10235
SOUTH WEYMOUTH,15556,8257
SOUTHBRIDGE,15334,9375
SPRINGFIELD,21538,10450
TAUNTON,12373,8777
W CONCORD,18292,8638
WINCHESTER,11615,8027
WORCESTER,24938,11749
