city,avgCoveredCharges,averagePayments
BECKLEY,8376,3267
BLUEFIELD,9962,3407
BRIDGEPORT,6421,3406
BUCKHANNON,8348,3554
CHARLESTON,10881,3829
ELKINS,6720,3554
FAIRMONT,9380,3152
GLEN DALE,6675,3019
HUNTINGTON,8278,3853
HURRICANE,9837,3018
LOGAN,13186,3950
MARTINSBURG,7561,3832
MORGANTOWN,8868,3496
PARKERSBURG,8155,3098
POINT PLEASANT,9922,2969
PRINCETON,7355,3245
RIPLEY,11002,3304
RONCEVERTE,7556,3602
SOUTH CHARLESTO,7009,3061
SUMMERSVILLE,9289,3790
WEIRTON,6101,2970
WESTON,6281,3189
WHEELING,5076,3258
WILLIAMSON,10947,3587
