city,avgCoveredCharges,averagePayments
BECKLEY,25422,10915
BLUEFIELD,19293,10790
BRIDGEPORT,26792,12314
CHARLESTON,37484,12674
ELKINS,15191,10128
FAIRMONT,23053,10351
GLEN DALE,18756,9743
HUNTINGTON,35566,13586
HURRICANE,24796,9719
LOGAN,37934,12521
MARTINSBURG,21709,12055
MORGANTOWN,40021,14426
PARKERSBURG,33706,11401
PRINCETON,16600,10288
RIPLEY,25040,10628
RONCEVERTE,20490,11410
SOUTH CHARLESTO,31343,10548
SUMMERSVILLE,14685,11358
WEIRTON,16815,9266
WHEELING,21638,10955
WILLIAMSON,22612,11208
