city,avgCoveredCharges,averagePayments
BECKLEY,10283,5515
BLUEFIELD,11562,5704
BRIDGEPORT,10950,5778
CHARLESTON,14781,6093
ELKINS,10382,5215
FAIRMONT,12266,5198
GLEN DALE,9005,5127
HUNTINGTON,13159,6462
HURRICANE,12403,5134
LOGAN,16104,6715
MARTINSBURG,12712,6136
MORGANTOWN,16558,6318
PARKERSBURG,15991,5216
POINT PLEASANT,12844,4905
PRINCETON,10235,5389
RIPLEY,13666,5624
RONCEVERTE,7445,5902
SOUTH CHARLESTO,20386,5777
SUMMERSVILLE,11102,6091
WEIRTON,10048,4816
WESTON,9402,5460
WHEELING,11451,5489
WILLIAMSON,9776,5796
