city,avgCoveredCharges,averagePayments
BECKLEY,12322,5713
BLUEFIELD,10981,5929
BRIDGEPORT,12119,5998
BUCKHANNON,15971,6323
CHARLESTON,17012,6395
ELKINS,10094,5353
FAIRMONT,13666,5441
GLEN DALE,10839,5395
HUNTINGTON,14760,6626
HURRICANE,14152,5825
LOGAN,22675,6578
MARTINSBURG,11671,6457
MORGANTOWN,17281,7268
NEW MARTINSVILL,16642,5773
PARKERSBURG,14809,5390
POINT PLEASANT,14106,5219
PRINCETON,11485,5626
RIPLEY,16787,5647
RONCEVERTE,10046,6159
SOUTH CHARLESTO,17424,5496
SUMMERSVILLE,11561,6137
WEIRTON,9721,4863
WELCH,9900,12022
WESTON,11798,5839
WHEELING,13206,5612
WILLIAMSON,10167,6238
