city,avgCoveredCharges,averagePayments
ABINGDON,55085,13126
ALEXANDRIA,43201,17042
ARLINGTON,43612,16564
CHARLOTTESVILLE,56885,22209
CHESAPEAKE,36394,14164
CHRISTIANSBURG,43422,14982
DANVILLE,57896,15205
FAIRFAX,33605,14332
FALLS CHURCH,37069,18840
FISHERSVILLE,44037,15588
FREDERICKSBURG,62051,18570
HAMPTON,50497,15245
HARRISONBURG,27666,16691
LEESBURG,46942,15756
LYNCHBURG,45258,16838
MANASSAS,38466,16121
MARTINSVILLE,47691,15292
MECHANICSVILLE,63030,15121
MIDLOTHIAN,74782,18510
NEWPORT NEWS,38831,17967
NORFOLK,53348,17332
PETERSBURG,107460,15616
PORTSMOUTH,51732,16016
PULASKI,62187,15570
RESTON,61552,16675
RICHMOND,108857,17901
ROANOKE,51916,19931
SALEM,83134,14866
VIRGINIA BEACH,45753,14782
WARRENTON,29813,13830
WILLIAMSBURG,42209,13869
WINCHESTER,30762,16840
WOODBRIDGE,49093,18713
