city,avgCoveredCharges,averagePayments
ABINGDON,22970,5831
ALEXANDRIA,24634,7209
ARLINGTON,18278,7700
BIG STONE GAP,15472,6126
BLACKSBURG,20982,6375
CHARLOTTESVILLE,25679,10234
CHESAPEAKE,15103,6292
DANVILLE,21988,7524
EMPORIA,32333,6082
FALLS CHURCH,18657,8862
FISHERSVILLE,15487,6654
FREDERICKSBURG,30778,8355
GLOUCESTER,19297,5750
HALIFAX,19379,6857
HAMPTON,27107,6111
HARRISONBURG,16858,7557
LEESBURG,19740,7260
LYNCHBURG,15323,7949
MANASSAS,13373,6652
MARTINSVILLE,26922,8176
MECHANICSVILLE,30655,7020
NEWPORT NEWS,18594,8635
NORFOLK,24259,7551
NORTON,22015,5411
PETERSBURG,54400,7035
PORTSMOUTH,23797,7323
RESTON,29508,7862
RICHMOND,44376,8423
ROANOKE,24590,8568
SALEM,31059,6142
SOUTH HILL,15416,5949
SUFFOLK,26016,6396
TAPPAHANNOCK,20543,6956
VIRGINIA BEACH,25452,5943
WARRENTON,14813,6128
WILLIAMSBURG,24949,5848
WINCHESTER,18107,7800
WOODBRIDGE,19579,7091
