city,avgCoveredCharges,averagePayments
ALEXANDRIA,20906,7576
ARLINGTON,16836,7044
CHARLOTTESVILLE,28207,8758
CHESAPEAKE,19720,5951
CHRISTIANSBURG,29981,5971
DANVILLE,20747,6332
FALLS CHURCH,25891,9063
FISHERSVILLE,21292,6521
FREDERICKSBURG,39502,7256
HALIFAX,20837,6494
HAMPTON,31555,7493
HARRISONBURG,19794,6859
HOPEWELL,47160,6464
LEESBURG,17722,6658
LYNCHBURG,19705,6877
MANASSAS,19703,6844
MARTINSVILLE,34017,8198
MECHANICSVILLE,46775,6776
MIDLOTHIAN,43689,7881
NEWPORT NEWS,22358,7143
NORFOLK,33129,8126
PETERSBURG,59900,6698
PORTSMOUTH,27592,7233
RESTON,28749,6353
RICHMOND,46723,8249
ROANOKE,27368,8372
SALEM,38100,6170
STAFFORD,36697,6908
SUFFOLK,37271,6122
VIRGINIA BEACH,32196,7303
WILLIAMSBURG,30957,6660
WINCHESTER,19533,7108
WOODBRIDGE,27793,11052
