city,avgCoveredCharges,averagePayments
ALEXANDRIA,75604,21549
ARLINGTON,84496,21244
CHARLOTTESVILLE,95689,29696
CHESAPEAKE,44992,16378
CHRISTIANSBURG,76178,22053
DANVILLE,80364,17925
FAIRFAX,39580,18640
FALLS CHURCH,54238,23482
FISHERSVILLE,77544,23770
FREDERICKSBURG,65564,19184
HAMPTON,55772,17031
HARRISONBURG,59542,21228
LEESBURG,64647,20485
LYNCHBURG,58380,18318
MANASSAS,61212,20618
MECHANICSVILLE,102302,20014
NEWPORT NEWS,52384,22913
NORFOLK,75731,23194
RICHMOND,165582,26314
ROANOKE,66311,23498
SALEM,126137,18829
SUFFOLK,58748,17382
VIRGINIA BEACH,61103,17051
WINCHESTER,64934,22517
