city,avgCoveredCharges,averagePayments
ALEXANDRIA,31308,10663
ARLINGTON,20619,10255
BLACKSBURG,19434,8208
CHARLOTTESVILLE,36696,17469
CHESAPEAKE,22880,9093
FALLS CHURCH,31215,12953
FISHERSVILLE,17418,9234
FREDERICKSBURG,30856,10132
HAMPTON,26075,8764
HARRISONBURG,20643,10734
LEESBURG,22131,9763
LYNCHBURG,18498,8868
MECHANICSVILLE,30234,9155
MIDLOTHIAN,24668,9263
NEWPORT NEWS,27777,12806
NORFOLK,55328,13961
PORTSMOUTH,23807,9725
RICHMOND,52863,12627
ROANOKE,14040,8841
SALEM,36410,7934
VIRGINIA BEACH,32726,9049
WINCHESTER,27192,11015
