city,avgCoveredCharges,averagePayments
ALMA,5777,6028
ANN ARBOR,15908,6242
BATTLE CREEK,7857,4300
BAY CITY,11582,4127
CLINTON TOWNSHI,8837,4354
COMMERCE TOWNSH,9370,4750
DEARBORN,11915,5196
DETROIT,16581,6279
FLINT,14543,6689
GARDEN CITY,9976,5327
GRAND BLANC,11806,5440
GRAND RAPIDS,9261,5237
GROSSE POINTE,9353,4334
HOWELL,11522,4732
JACKSON,14537,4194
KALAMAZOO,13839,5235
LANSING,20450,5465
LIVONIA,10095,3886
MIDLAND,8851,4581
MUSKEGON,8007,4436
PETOSKEY,9094,4496
PONTIAC,12988,5579
PORT HURON,9866,4184
ROYAL OAK,14908,5293
SAGINAW,12269,4528
SOUTHFIELD,13132,5246
ST JOSEPH,8965,4523
TRAVERSE CITY,9555,5126
TROY,15348,4411
W BLOOMFIELD,12089,3893
WARREN,11965,4618
WYANDOTTE,9575,4364
