city,avgCoveredCharges,averagePayments
ALPENA,40509,10564
ANN ARBOR,36228,15963
BATTLE CREEK,12583,8609
BAY CITY,30236,8950
CLINTON TOWNSHI,15505,9253
COMMERCE TOWNSH,22708,9245
DEARBORN,29608,11114
DETROIT,27224,13241
FARMINGTON HILL,23280,11971
FLINT,25555,11902
GRAND BLANC,25079,11215
GRAND RAPIDS,21010,11660
HOLLAND,15164,7822
JACKSON,23669,8692
KALAMAZOO,30638,11244
LANSING,31806,10506
LIVONIA,13333,8031
MOUNT CLEMENS,20297,9471
MUSKEGON,20459,10376
PONTIAC,24496,12547
PORT HURON,19447,8553
ROCHESTER,49136,11477
ROYAL OAK,28939,11224
SAGINAW,35839,9306
SOUTHFIELD,22759,10697
ST JOSEPH,19852,9431
TRAVERSE CITY,24857,10078
TRENTON,34515,10117
TROY,33247,10198
WARREN,26893,9583
WAYNE,29835,10476
WYANDOTTE,20426,9185
WYOMING,13644,9956
