city,avgCoveredCharges,averagePayments
ALMA,13514,9401
ANN ARBOR,28450,11218
BATTLE CREEK,17565,7746
BAY CITY,22456,7193
CLINTON TOWNSHI,18632,7894
DEARBORN,27752,9612
DETROIT,21411,11728
FARMINGTON HILL,20623,10658
FLINT,18867,9119
GRAND BLANC,23399,9721
GRAND RAPIDS,14883,9967
GROSSE POINTE,20505,7752
HOLLAND,15315,7731
JACKSON,23304,7486
KALAMAZOO,27033,9237
LANSING,33139,10063
LIVONIA,13332,7360
MIDLAND,15050,8460
MONROE,25799,8639
MOUNT CLEMENS,21003,8573
PONTIAC,16746,9738
PORT HURON,18128,7345
ROCHESTER,34321,7645
ROYAL OAK,26424,9303
SAGINAW,30071,8087
SOUTHFIELD,24845,9427
ST JOSEPH,11568,7911
TAYLOR,26452,7834
TROY,24894,7946
W BLOOMFIELD,20848,6608
WARREN,24322,8368
WAYNE,21047,8059
WYANDOTTE,15794,8051
