city,avgCoveredCharges,averagePayments
ANN ARBOR,25680,10311
BAY CITY,16883,5533
CLINTON TOWNSHI,11938,5539
DEARBORN,17546,6941
DETROIT,17124,8728
FARMINGTON HILL,12920,8538
FLINT,15243,6922
GRAND BLANC,16761,7520
GRAND RAPIDS,15760,7694
GROSSE POINTE,15778,5672
JACKSON,18354,5582
KALAMAZOO,20691,6796
LANSING,18594,6958
LIVONIA,10250,5780
MIDLAND,14428,6213
MONROE,12827,5524
MUSKEGON,9233,6130
PETOSKEY,15691,7158
PONTIAC,11314,7827
PORT HURON,13365,5601
ROCHESTER,15006,5882
ROYAL OAK,21483,7137
SAGINAW,18142,6127
SOUTHFIELD,15340,7060
ST JOSEPH,15646,6247
TRAVERSE CITY,25197,6908
TROY,23160,5830
W BLOOMFIELD,16488,5612
WARREN,15982,6573
WYANDOTTE,12794,5802
