city,avgCoveredCharges,averagePayments
ANN ARBOR,13744,5004
BATTLE CREEK,7216,3784
BAY CITY,10793,3617
CLINTON TOWNSHI,9148,3838
DEARBORN,12590,4656
DETROIT,12364,5768
FARMINGTON HILL,9951,5249
FLINT,10651,4481
GARDEN CITY,7256,4445
GRAND BLANC,13197,4725
GRAND RAPIDS,10452,4668
GROSSE POINTE,9766,4256
JACKSON,13485,3826
KALAMAZOO,10505,4466
LANSING,18134,4564
LAPEER,12588,3563
LIVONIA,9330,3690
MONROE,13130,3627
MOUNT CLEMENS,8974,4104
PONTIAC,11328,5077
PORT HURON,13630,3590
ROCHESTER,14842,3725
ROYAL OAK,15210,4560
SAGINAW,11937,3942
SOUTHFIELD,11670,4574
ST JOSEPH,8316,3873
TRAVERSE CITY,15095,4256
TRENTON,11113,3990
TROY,16972,3901
W BLOOMFIELD,15566,3327
WARREN,11774,4107
WAYNE,12331,3943
WYANDOTTE,9767,3940
