city,avgCoveredCharges,averagePayments
ANN ARBOR,24522,10881
BAY CITY,16716,5785
CLINTON TOWNSHI,14776,6188
DEARBORN,16545,7222
DETROIT,18346,9207
FLINT,17873,7442
GARDEN CITY,13784,7351
GRAND BLANC,21555,7867
GRAND RAPIDS,16237,8230
GRAYLING,12972,5941
JACKSON,27879,6033
KALAMAZOO,21105,8562
LANSING,23567,7466
LIVONIA,15824,5891
MIDLAND,19253,6764
MONROE,15054,6603
MUSKEGON,13128,6195
PORT HURON,15386,6568
ROYAL OAK,19098,7696
SAGINAW,23374,6691
SOUTHFIELD,17428,7534
ST JOSEPH,11474,6360
TAYLOR,18046,6251
TRAVERSE CITY,20353,7014
TROY,25005,6470
W BLOOMFIELD,16674,5475
WARREN,17896,6676
WYANDOTTE,13154,6598
WYOMING,25129,10051
