city,avgCoveredCharges,averagePayments
ABILENE,20656,5509
AMARILLO,21745,5494
ARLINGTON,30236,5897
AUSTIN,32459,6475
BAYTOWN,43672,6863
BEAUMONT,25435,5837
BRYAN,31749,6270
CONROE,52204,7739
CORPUS CHRISTI,31218,6334
DALLAS,32836,8144
DENISON,32421,6420
DENTON,23775,6138
EDINBURG,52449,8107
EL PASO,42289,7674
FORT WORTH,24906,6628
GARLAND,19127,6416
HARLINGEN,27902,8131
HOUSTON,37035,8375
HUMBLE,25323,6441
IRVING,30488,6232
KILLEEN,18288,5963
KINGWOOD,45327,6478
LUBBOCK,39607,7548
LUFKIN,29174,5435
MCALLEN,51068,7621
MCKINNEY,40792,6883
MISSION,18982,7900
ODESSA,19724,6923
PALESTINE,18607,6059
PLANO,46983,5824
ROUND ROCK,15647,5451
SAN ANGELO,23712,14449
SAN ANTONIO,34565,7644
TEMPLE,13483,7253
TEXARKANA,24451,5428
TYLER,47944,5616
WACO,18374,6130
WEBSTER,45352,6099
WESLACO,25962,6968
WICHITA FALLS,29954,7471
