city,avgCoveredCharges,averagePayments
ABILENE,75598,11379
AMARILLO,43246,12674
AUSTIN,76185,13382
BAYTOWN,61286,13684
BEAUMONT,54884,11246
BROWNWOOD,67722,11120
BRYAN,76238,12802
COLLEGE STATION,107071,13062
CONROE,65960,12735
CORPUS CHRISTI,65082,12856
DALLAS,49309,13137
DENISON,41068,12801
DENTON,67644,14214
EDINBURG,107597,16284
EL PASO,76279,14390
FORT WORTH,62627,13549
GARLAND,30424,12890
GRANBURY,48286,12852
HARLINGEN,55191,16200
HOUSTON,49597,14950
IRVING,48139,12603
LAREDO,85561,14695
LONGVIEW,57400,11885
LUBBOCK,75494,13371
LUFKIN,70204,10899
MCKINNEY,69262,12152
MIDLAND,26492,13040
NACOGDOCHES,47560,12220
ODESSA,46554,13844
PLANO,47514,12103
SAN ANGELO,61425,11523
SAN ANTONIO,63789,13634
SHERMAN,52566,11549
SUGAR LAND,56826,11888
TEMPLE,34624,14595
TEXARKANA,46194,11483
TOMBALL,52353,11752
TYLER,55375,11030
VICTORIA,52004,12442
WACO,40571,12580
WEBSTER,58972,12922
WICHITA FALLS,39714,12970
