city,avgCoveredCharges,averagePayments
ABILENE,64292,11217
AMARILLO,43719,12305
ARLINGTON,141262,15717
AUSTIN,66936,13350
BAYTOWN,74284,12763
BEAUMONT,53496,12026
CONROE,80116,12602
CORPUS CHRISTI,61706,12772
DALLAS,82665,16376
EDINBURG,76095,16578
EL PASO,97199,13517
FORT WORTH,67501,14458
GALVESTON,69604,33993
GARLAND,50557,12374
GRAPEVINE,51948,10982
HOUSTON,72918,15679
KILLEEN,37463,11835
KYLE,70302,14813
LAREDO,52042,13475
LONGVIEW,54196,11743
LUBBOCK,81340,13251
LUFKIN,99646,10534
MCALLEN,65994,14946
MESQUITE,79548,12579
NORTH RICHLAND,73231,14828
ODESSA,43505,13634
PASADENA,75053,13250
PLANO,63426,11835
RICHMOND,63841,13068
SAN ANGELO,48168,12419
SAN ANTONIO,74698,16692
SAN MARCOS,46536,11962
SHERMAN,59047,11631
SUGAR LAND,63087,11670
TEMPLE,48716,15780
TEXARKANA,46811,11309
TOMBALL,42622,11525
TYLER,115617,13013
WACO,31633,10478
WEBSTER,88215,13091
