description,code,avgCoveredCharges,averagePayments
CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,310,30475,3598
CELLULITIS W/O MCC,603,31899,4640
CHEST PAIN,313,33585,3373
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,191,44929,6681
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,190,51388,7192
CIRCULATORY DISORDERS EXCEPT AMI W CARD CATH W MCC,286,93941,11657
CIRCULATORY DISORDERS EXCEPT AMI W CARD CATH W/O MCC,287,64712,6508
DIABETES W CC,638,32414,4943
ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,392,47067,4667
G.I. HEMORRHAGE W CC,378,39713,6194
G.I. HEMORRHAGE W MCC,377,55962,10101
HEART FAILURE & SHOCK W CC,292,50266,6256
HEART FAILURE & SHOCK W MCC,291,72650,9663
HEART FAILURE & SHOCK W/O CC/MCC,293,47231,4302
HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,481,93846,12473
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,065,66252,7112
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,064,52734,10682
KIDNEY & URINARY TRACT INFECTIONS W/O MCC,690,40553,4689
LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,418,83369,10078
MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,74409,12554
MISC DISORDERS OF NUTRITIONMETABOLISMFLUIDS/ELECTROLYTES W MCC,640,45337,6678
MISC DISORDERS OF NUTRITIONMETABOLISMFLUIDS/ELECTROLYTES W/O MCC,641,33691,4027
PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,246,143352,18795
PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,247,120993,11600
PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,251,98449,12224
PULMONARY EDEMA & RESPIRATORY FAILURE,189,50632,8016
PULMONARY EMBOLISM W/O MCC,176,45581,6274
RED BLOOD CELL DISORDERS W/O MCC,812,40632,4948
RENAL FAILURE W CC,683,51300,6208
RENAL FAILURE W MCC,682,53403,9694
RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,177,66574,11197
RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,208,107432,13795
SEIZURES W/O MCC,101,31866,4547
SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,871,71198,11428
SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,872,43407,6880
SIMPLE PNEUMONIA & PLEURISY W CC,194,46144,6075
SIMPLE PNEUMONIA & PLEURISY W MCC,193,67718,9326
SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,195,33729,4261
SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,162469,29244
TRANSIENT ISCHEMIA,069,44624,4463
