description,code,avgCoveredCharges,averagePayments
CELLULITIS W/O MCC,603,9080,6526
ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W MCC,391,16200,9491
KIDNEY & URINARY TRACT INFECTIONS W/O MCC,690,7284,6068
MISC DISORDERS OF NUTRITIONMETABOLISMFLUIDS/ELECTROLYTES W MCC,640,12589,9916
OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,314,20582,12393
POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,918,13183,4861
PSYCHOSES,885,18301,8126
RENAL FAILURE W CC,683,14546,7566
SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,871,34278,17568
SIMPLE PNEUMONIA & PLEURISY W CC,194,10254,8330
