city,avgCoveredCharges,averagePayments
ALBANY,155046,48685
BETHPAGE,115251,40394
BINGHAMTON,55963,31324
BRONX,130005,69979
BROOKLYN,124152,71236
BUFFALO,104840,46826
CORTLANDT MANOR,198497,43802
EAST MEADOW,70165,61713
ELMHURST,56839,72303
FAR ROCKAWAY,71616,61976
FLUSHING,77082,53630
FOREST HILLS,132888,56297
GLEN COVE,83214,42501
HUNTINGTON,104802,38250
JAMAICA,54446,67837
KINGSTON,76868,40825
MANHASSET,168269,52154
MIDDLETOWN,171329,43199
NEW HYDE PARK,199062,67395
NEW ROCHELLE,107136,57876
NEW YORK,180727,68560
NEWARK,91500,34950
NEWBURGH,148679,41999
NYACK,178060,46016
OCEANSIDE,154168,42853
PATCHOGUE,162307,39214
PLAINVIEW,115837,45941
PORT JEFFERSON,142507,40605
POUGHKEEPSIE,144983,41085
RIVERHEAD,188543,44442
ROCHESTER,85021,45060
ROCKVILLE CENTR,125340,43142
ROSLYN,154804,42255
SMITHTOWN,172502,42508
STATEN ISLAND,95040,52719
STONY BROOK,211999,66424
SUFFERN,142106,42606
SYRACUSE,122236,52966
UTICA,120737,40707
VALHALLA,398533,119029
VALLEY STREAM,93776,40514
WEST ISLIP,186257,43716
WHITE PLAINS,120993,43526
YONKERS,67733,49436
