city,avgCoveredCharges,averagePayments
ALBANY,52030,13861
BAY SHORE,51659,16371
BRONX,39971,23416
BROOKLYN,42002,21798
BUFFALO,30382,14106
COOPERSTOWN,40273,17978
ELMHURST,21497,25212
ELMIRA,31498,12509
FLUSHING,27062,19088
GLENS FALLS,34932,11750
HUNTINGTON,74946,13188
ITHACA,37768,12724
JOHNSON CITY,39252,12902
MANHASSET,51051,19073
MIDDLETOWN,64361,13857
MINEOLA,51421,18543
NEW HYDE PARK,50672,21777
NEW YORK,43436,20931
NEWBURGH,57651,14260
OCEANSIDE,61012,14583
PLATTSBURGH,48892,16468
POUGHKEEPSIE,71195,16090
ROCHESTER,32829,13214
ROSLYN,64149,15079
SCHENECTADY,46989,11557
SMITHTOWN,88776,15208
STATEN ISLAND,56772,18584
STONY BROOK,56661,19856
SUFFERN,99609,16306
SYRACUSE,31548,13446
UTICA,38678,11623
VALHALLA,61995,20623
WEST ISLIP,76811,16097
WHITE PLAINS,70932,13534
