city,avgCoveredCharges,averagePayments
ALBANY,66329,22830
BAY SHORE,64353,23034
BINGHAMTON,62210,19089
BRONX,81010,36278
BROOKLYN,75655,37860
BUFFALO,51032,21619
COOPERSTOWN,51423,27063
ELMIRA,44139,18209
FLUSHING,47732,29768
HUNTINGTON,64887,20842
JOHNSON CITY,73058,21763
KINGSTON,39396,19691
MANHASSET,100456,31461
MINEOLA,89973,28290
NEW HYDE PARK,96194,33564
NEW YORK,70637,33272
NEWBURGH,71360,21448
PLATTSBURGH,51945,25310
PORT JEFFERSON,81104,20227
POUGHKEEPSIE,78558,22606
ROCHESTER,46617,21906
ROSLYN,86533,23184
STATEN ISLAND,81203,28542
STONY BROOK,58597,30197
SUFFERN,118216,23782
SYRACUSE,50058,22233
UTICA,53485,18033
VALHALLA,154810,38192
WEST ISLIP,66157,20277
WHITE PLAINS,67124,20243
