city,avgCoveredCharges,averagePayments
ALBANY,20661,4755
BAY SHORE,20222,5307
BETHPAGE,19015,4258
BRONX,26175,8163
BRONXVILLE,14637,4491
BROOKLYN,17470,7597
BUFFALO,10096,4641
FLUSHING,23576,6617
FOREST HILLS,14431,6000
HUNTINGTON,15128,4276
KINGSTON,16283,4768
MANHASSET,27855,6295
MIDDLETOWN,21089,4552
MINEOLA,26314,6450
NEW HYDE PARK,32807,7698
NEW YORK,23431,7296
NEWBURGH,25938,4679
NYACK,22389,5153
OCEANSIDE,15460,4676
PATCHOGUE,39300,5877
PLAINVIEW,20141,4878
PLATTSBURGH,8564,5570
PORT JEFFERSON,19688,4759
POUGHKEEPSIE,19355,4628
ROSLYN,21384,4612
SOUTHAMPTON,21636,5096
STATEN ISLAND,16537,5955
STONY BROOK,14581,6584
SYRACUSE,16603,5627
UTICA,9730,3923
VALHALLA,66513,12365
VALLEY STREAM,21174,4466
WEST ISLIP,31056,4936
WHITE PLAINS,16376,4410
YONKERS,11761,5931
